Datum;Buchungstext;Betrag;Saldo;Valuta
05.07.22;Eft-Pos - Migros MM Regensdorf, Regensdorf - 01.07.2022 19:43 - N. di carta xxxxxxxxxxxx4476 - 66.45 CHF;-66.45;70112.32;01.07.22
05.07.22;Eft-Pos - Muller Handels AG Schwei, Regensdorf - 01.07.2022 19:08 - N. di carta xxxxxxxxxxxx4476 - 36.90 CHF;-36.90;70178.77;01.07.22
05.07.22;Eft-Pos - Lidl Regensdorf, Regensdorf - 01.07.2022 20:23 - N. di carta xxxxxxxxxxxx4476 - 74.30 CHF;-74.30;70215.67;01.07.22
30.06.22;Dauerauftrag;-1090.00;70289.97;30.06.22
30.06.22;Belastung LSV;-313.90;71379.97;30.06.22
30.06.22;Belastung LSV;-345.60;71693.87;30.06.22
30.06.22;Verg�tung;-61.70;72039.47;30.06.22
30.06.22;Eft-Pos - Coop-5629 ZH Vulkanstras, Zurich - 28.06.2022 13:49 - N. di carta xxxxxxxxxxxx4476 - 3.90 CHF;-3.90;72101.17;28.06.22
30.06.22;Eft-Pos - Restaurant A1 M.O.V.E., Zurich - 28.06.2022 13:35 - N. di carta xxxxxxxxxxxx4476 - 8.50 CHF;-8.50;72105.07;28.06.22
29.06.22;Eft-Pos - WH SMITH, GATWICK - 27.06.2022 17:25 - N. di carta xxxxxxxxxxxx4476 - 6.50 GBP al tasso di cambio 1.2 = CHF 7.80 Piu commisioni CHF 1.50;-9.30;72113.57;27.06.22
29.06.22;Eft-Pos - SHAKE SHACK COVENT GAR, WATFORD - 27.06.2022 14:26 - N. di carta xxxxxxxxxxxx4476 - 29.25 GBP al tasso di cambio 1.198291 = CHF 35.05 Piu commisioni CHF 1.50;-36.55;72122.87;27.06.22
29.06.22;Eft-Pos - LONDON OVERGROUND SST, DALSTON KINGS - 27.06.2022 12:00 - N. di carta xxxxxxxxxxxx4476 - 10.00 GBP al tasso di cambio 1.2 = CHF 12.00 Piu commisioni CHF 1.50;-13.50;72159.42;27.06.22
29.06.22;Eft-Pos - IZ PARADOX DESIGN, LONDON - 26.06.2022 15:11 - N. di carta xxxxxxxxxxxx4476 - 8.20 GBP al tasso di cambio 1.20122 = CHF 9.85 Piu commisioni CHF 1.50;-11.35;72172.92;26.06.22
29.06.22;Eft-Pos - BEIGEL BAKE, LONDON  E1 6 - 26.06.2022 13:16 - N. di carta xxxxxxxxxxxx4476 - 9.30 GBP al tasso di cambio 1.198925 = CHF 11.15 Piu commisioni CHF 1.50;-12.65;72184.27;26.06.22
29.06.22;Eft-Pos - TESCO STORES 6248, LONDON - 26.06.2022 14:18 - N. di carta xxxxxxxxxxxx4476 - 5.05 GBP al tasso di cambio 1.19802 = CHF 6.05 Piu commisioni CHF 1.50;-7.55;72196.92;26.06.22
29.06.22;Eft-Pos - ZTLWICKED FISH LTD, London - 26.06.2022 19:54 - N. di carta xxxxxxxxxxxx4476 - 14.00 GBP al tasso di cambio 1.2 = CHF 16.80 Piu commisioni CHF 1.50;-18.30;72204.47;26.06.22
29.06.22;Eft-Pos - RED HAND, LONDON - 26.06.2022 01:09 - N. di carta xxxxxxxxxxxx4476 - 14.60 GBP al tasso di cambio 1.19863 = CHF 17.50 Piu commisioni CHF 1.50;-19.00;72222.77;26.06.22
29.06.22;Eft-Pos - LUL TICKET MACHINE, LIVERPOOL STR - 26.06.2022 00:57 - N. di carta xxxxxxxxxxxx4476 - 10.00 GBP al tasso di cambio 1.2 = CHF 12.00 Piu commisioni CHF 1.50;-13.50;72241.77;26.06.22
27.06.22;Eft-Pos - C & A Mode Regensdorf /, Regensdorf - 23.06.2022 18:15 - N. di carta xxxxxxxxxxxx4476 - 19.95 CHF;-19.95;72255.27;23.06.22
24.06.22;Pagamento stipendio Cembra Money Bank AG;6553.25;72275.22;24.06.22
23.06.22;Addebito TWINT Ogg The Farmer 0400000778315575;-9.50;65721.97;23.06.22
22.06.22;Eft-Pos Restaurant A1 M.O.V. 21.06.2022 11:44 Carta:  61853201  CHF  6.00;-6.00;65731.47;21.06.22
21.06.22;Eft-Pos Restaurant A1 M.O.V. 20.06.2022 12:35 Carta:  61853201  CHF  8.50;-8.50;65737.47;20.06.22
17.06.22;Verg�tung;-120.00;65745.97;17.06.22
17.06.22;Verg�tung;-15.00;65865.97;17.06.22
15.06.22;Eft-Pos Coop-5629 ZH Vulkans 14.06.2022 13:15 Carta:  61853201  CHF  1.40;-1.40;65880.97;14.06.22
15.06.22;Eft-Pos Restaurant A1 M.O.V. 14.06.2022 12:55 Carta:  61853201  CHF  8.50;-8.50;65882.37;14.06.22
14.06.22;Belastung LSV;-276.35;65890.87;14.06.22
14.06.22;Eft-Pos Restaurant A1 M.O.V. 13.06.2022 12:45 Carta:  61853201  CHF  8.50;-8.50;66167.22;13.06.22
08.06.22;Eft-Pos LANDI Regensdorf Gen 07.06.2022 18:52 Carta:  61853201  CHF  19.35;-19.35;66175.72;07.06.22
08.06.22;Eft-Pos Coop-2017 Regensdorf 07.06.2022 18:28 Carta:  61853201  CHF  7.90;-7.90;66195.07;07.06.22
07.06.22;Verg�tung;-1000.00;66202.97;07.06.22
07.06.22;Eft-Pos Lidl Regensdorf      03.06.2022 18:04 Carta:  61853201  CHF  75.75;-75.75;67202.97;03.06.22
07.06.22;Eft-Pos Lidl Regensdorf      02.06.2022 19:22 Carta:  61853201  CHF  71.60;-71.60;67278.72;02.06.22
01.06.22;Eft-Pos Restaurant A1 M.O.V. 31.05.2022 13:12 Carta:  61853201  CHF  6.00;-6.00;67350.32;31.05.22
31.05.22;Addebito TWINT Ogg The Farmer 0400000744344321;-9.50;67356.32;31.05.22
31.05.22;Belastung LSV;-313.90;67365.82;31.05.22
31.05.22;Verg�tung;-58.45;67679.72;31.05.22
31.05.22;Eft-Pos Coop-5629 ZH Vulkans 30.05.2022 14:12 Carta:  61853201  CHF  9.75;-9.75;67738.17;30.05.22
30.05.22;Verg�tung;-800.00;67747.92;30.05.22
30.05.22;Eft-Pos IPERAL DISTRIBUTORE  27.05.2022 17:39 Carta:  61853201;-44.30;68547.92;27.05.22
25.05.22;Eft-Pos Restaurant A1 M.O.V. 24.05.2022 12:27 Carta:  61853201  CHF  9.50;-9.50;68592.22;24.05.22
24.05.22;Pagamento stipendio Cembra Money Bank AG;6632.85;68601.72;24.05.22
24.05.22;Eft-Pos Restaurant A1 M.O.V. 23.05.2022 12:10 Carta:  61853201  CHF  8.50;-8.50;61968.87;23.05.22
24.05.22;Eft-Pos Coop-5629 ZH Vulkans 23.05.2022 14:47 Carta:  61853201  CHF  1.65;-1.65;61977.37;23.05.22
18.05.22;Eft-Pos Restaurant A1 M.O.V. 17.05.2022 12:55 Carta:  61853201  CHF  9.50;-9.50;61979.02;17.05.22
17.05.22;Eft-Pos Coop-5629 ZH Vulkans 16.05.2022 12:46 Carta:  61853201  CHF  4.80;-4.80;61988.52;16.05.22
16.05.22;Belastung LSV;-6.80;61993.32;16.05.22
16.05.22;Verg�tung;-1000.00;62000.12;16.05.22
16.05.22;Addebito TWINT OZ BOWLING GmbH 0400000719783146;-259.00;63000.12;16.05.22
13.05.22;Eft-Pos LANDI Regensdorf Gen 12.05.2022 18:01 Carta:  61853201  CHF  15.00;-15.00;63259.12;12.05.22
11.05.22;Addebito TWINT Ogg The Farmer 0400000714760139;-3.00;63274.12;11.05.22
11.05.22;Addebito TWINT Ogg The Farmer 0400000714757202;-6.60;63277.12;11.05.22
11.05.22;Eft-Pos Restaurant A1 M.O.V. 10.05.2022 12:21 Carta:  61853201  CHF  8.50;-8.50;63283.72;10.05.22
11.05.22;Eft-Pos Moser's Schlossbergp 09.05.2022 18:26 Carta:  61853201  CHF  16.30;-16.30;63292.22;09.05.22
10.05.22;Addebito TWINT Ogg The Farmer 0400000712551863;-9.35;63308.52;10.05.22
09.05.22;Addebito TWINT Berghof 0400000710768101;-4.50;63317.87;09.05.22
06.05.22;Prelevamento al Bancomat BM Zentrum 8105 Regensdorf 06.05.2022 17:28 Carta: 61853201   ;-100.00;63322.37;06.05.22
04.05.22;Eft-Pos Coop-5629 ZH Vulkans 03.05.2022 12:18 Carta:  61853201  CHF  8.35;-8.35;63422.37;03.05.22
03.05.22;Addebito TWINT Ogg The Farmer 0400000703512487;-5.50;63430.72;03.05.22
02.05.22;Belastung LSV;-313.90;63436.22;02.05.22
02.05.22;Belastung LSV;-77.10;63750.12;02.05.22
02.05.22;Belastung LSV;-7.00;63827.22;02.05.22
02.05.22;Verg�tung;-84.25;63834.22;02.05.22
02.05.22;Eft-Pos LANDI Regensdorf Gen 30.04.2022 16:39 Carta:  61853201  CHF  286.75;-286.75;63918.47;30.04.22
02.05.22;Eft-Pos Lidl Regensdorf      29.04.2022 17:21 Carta:  61853201  CHF  164.85;-164.85;64205.22;29.04.22
29.04.22;Addebito TWINT Ogg The Farmer 0400000697649180;-5.50;64370.07;29.04.22
29.04.22;Zahlungseingang;4062.10;64375.57;29.04.22
28.04.22;Eft-Pos Coop-2572 Regensdorf 27.04.2022 12:38 Carta:  61853201  CHF  65.10;-65.10;60313.47;27.04.22
14.04.22;Belastung LSV;-13.10;60378.57;14.04.22
14.04.22;Verg�tung;-18.00;60391.67;14.04.22
13.04.22;Addebito TWINT Ogg The Farmer 0400000677172971;-5.50;60409.67;13.04.22
11.04.22;Eft-Pos MM Regensdorf, Zentr 09.04.2022 18:00 Carta:  61853201  CHF  8.95;-8.95;60415.17;09.04.22
11.04.22;Eft-Pos MM Regensdorf, Zentr 09.04.2022 17:57 Carta:  61853201  CHF  79.15;-79.15;60424.12;09.04.22
11.04.22;Eft-Pos Coop-1506 Regensdorf 09.04.2022 17:14 Carta:  61853201  CHF  38.15;-38.15;60503.27;09.04.22
06.04.22;Belastung LSV;-7.00;60541.42;06.04.22
05.04.22;Addebito TWINT Ogg The Farmer 0400000665955082;-8.50;60548.42;05.04.22
04.04.22;Eft-Pos MM Regensdorf, Zentr 02.04.2022 17:09 Carta:  61853201  CHF  84.95;-84.95;60556.92;02.04.22
04.04.22;Eft-Pos AKSA FOOD HONGG AG   01.04.2022 17:41 Carta:  61853201  CHF  26.50;-26.50;60641.87;01.04.22
31.03.22;Belastung LSV;-313.90;60668.37;31.03.22
31.03.22;Verg�tung;-58.35;60982.27;31.03.22
31.03.22;Eft-Pos LANDI Regensdorf Gen 30.03.2022 16:45 Carta:  61853201  CHF  25.50;-25.50;61040.62;30.03.22
30.03.22;Eft-Pos Lidl Regensdorf      28.03.2022 19:17 Carta:  61853201  CHF  55.15;-55.15;61066.12;28.03.22
28.03.22;Verg�tung;-500.00;61121.27;28.03.22
28.03.22;Storno Eft-Pos Lidl Regensdorf      25.03.2022 11:26 Carta:  61853201  CHF  74.50;74.50;61621.27;25.03.22
28.03.22;Eft-Pos Lidl Regensdorf      25.03.2022 11:26 Carta:  61853201  CHF  74.50;-74.50;61546.77;25.03.22
28.03.22;Eft-Pos Post CH AG (8364) Re 25.03.2022 17:46 Carta:  61853201  CHF  19.00;-19.00;61621.27;25.03.22
28.03.22;Eft-Pos MM Regensdorf, Zentr 25.03.2022 18:03 Carta:  61853201  CHF  25.50;-25.50;61640.27;25.03.22
28.03.22;Eft-Pos Lidl Regensdorf      25.03.2022 11:26 Carta:  61853201  CHF  74.50;-74.50;61665.77;25.03.22
25.03.22;Eft-Pos SumUp  *Kiosk Katzen 23.03.2022 16:33 Carta:  61853201  CHF  2.50;-2.50;61740.27;23.03.22
24.03.22;Zahlungseingang;4392.85;61742.77;24.03.22
24.03.22;Eft-Pos Volg Laden Watt      23.03.2022 17:19 Carta:  61853201  CHF  7.85;-7.85;57349.92;23.03.22
23.03.22;Addebito TWINT Ogg The Farmer 0400000647308760;-5.50;57357.77;23.03.22
22.03.22;Verg�tung;-1000.00;57363.27;22.03.22
21.03.22;Addebito TWINT Bundesamt f�r Justiz 0400000644431034;-20.00;58363.27;21.03.22
21.03.22;Addebito TWINT C&A Regensdorf (055) 0400000642628762;-165.65;58383.27;21.03.22
21.03.22;Addebito TWINT Migros Regensdorf 0400000642652768;-59.65;58548.92;21.03.22
21.03.22;Eft-Pos MM Regensdorf, Zentr 18.03.2022 18:50 Carta:  61853201  CHF  43.40;-43.40;58608.57;18.03.22
21.03.22;Eft-Pos Coop-1506 Regensdorf 18.03.2022 19:03 Carta:  61853201  CHF  16.95;-16.95;58651.97;18.03.22
21.03.22;Eft-Pos Lidl Regensdorf      18.03.2022 19:42 Carta:  61853201  CHF  41.50;-41.50;58668.92;18.03.22
21.03.22;Eft-Pos AKSA FOOD HONGG AG   17.03.2022 18:43 Carta:  61853201  CHF  10.05;-10.05;58710.42;17.03.22
18.03.22;Eft-Pos migrolino Z�rich Aff 17.03.2022 19:10 Carta:  61853201  CHF  3.60;-3.60;58720.47;17.03.22
15.03.22;Eft-Pos BENNET               13.03.2022 20:02 Carta:  61853201;-193.30;58724.07;13.03.22
14.03.22;Belastung LSV;-13.90;58917.37;14.03.22
01.03.22;Belastung LSV;-162.60;58931.27;01.03.22
01.03.22;Belastung LSV;-313.90;59093.87;01.03.22
01.03.22;Belastung LSV;-7.00;59407.77;01.03.22
28.02.22;Verg�tung;-58.05;59414.77;28.02.22
25.02.22;Zahlungseingang;3887.65;59472.82;25.02.22
25.02.22;Verg�tung;-1200.00;55585.17;25.02.22
25.02.22;Addebito TWINT CH, Anna, +41766855541 0400000613278074;-600.00;56785.17;25.02.22
25.02.22;Eft-Pos Lidl Regensdorf      23.02.2022 15:37 Carta:  61853201  CHF  43.00;-43.00;57385.17;23.02.22
24.02.22;Addebito TWINT Asia Store GmbH  0400000612516526;-13.70;57428.17;24.02.22
21.02.22;Addebito TWINT Ogg The Farmer 0400000608204187;-11.50;57441.87;21.02.22
21.02.22;Addebito TWINT Migros Regensdorf 0400000607281192;-112.15;57453.37;21.02.22
17.02.22;Eft-Pos Lidl Regensdorf      15.02.2022 18:23 Carta:  61853201  CHF  68.50;-68.50;57565.52;15.02.22
15.02.22;Addebito TWINT Ogg The Farmer 0400000602782876;-5.50;57634.02;15.02.22
14.02.22;Belastung LSV;-9.70;57639.52;14.02.22
14.02.22;Eft-Pos DD Z�rich Schwamendi 12.02.2022 17:21 Carta:  61853201  CHF  46.90;-46.90;57649.22;12.02.22
14.02.22;Eft-Pos MM Z�rich-Oerlikon   12.02.2022 18:09 Carta:  61853201  CHF  95.80;-95.80;57696.12;12.02.22
14.02.22;Eft-Pos Asiaway AG           12.02.2022 16:14 Carta:  61853201  CHF  2.65;-2.65;57791.92;12.02.22
10.02.22;Addebito TWINT Migros Regensdorf 0400000595793148;-12.70;57794.57;10.02.22
10.02.22;Addebito TWINT Ogg The Farmer 0400000596932451;-5.50;57807.27;10.02.22
07.02.22;Addebito TWINT Coop-1506 Regensdorf 0400000591376258;-27.40;57812.77;07.02.22
07.02.22;Addebito TWINT Migros Regensdorf 0400000591360067;-75.70;57840.17;07.02.22
07.02.22;Addebito TWINT interdiscount.ch 0400000591396574;-904.00;57915.87;07.02.22
07.02.22;Eft-Pos Lidl Regensdorf      04.02.2022 11:46 Carta:  61853201  CHF  41.70;-41.70;58819.87;04.02.22
04.02.22;Eft-Pos Lidl Regensdorf      02.02.2022 18:22 Carta:  61853201  CHF  54.65;-54.65;58861.57;02.02.22
03.02.22;Addebito TWINT Ogg The Farmer 0400000588881725;-6.00;58916.22;03.02.22
01.02.22;Belastung LSV;-313.90;58922.22;01.02.22
01.02.22;Belastung LSV;-7.00;59236.12;01.02.22
31.01.22;Verg�tung;-60.55;59243.12;31.01.22
31.01.22;Addebito TWINT Coop-1839 Buchs (ZH) 0400000583149721;-129.35;59303.67;31.01.22
31.01.22;Eft-Pos New Asia Market      28.01.2022 17:21 Carta:  61853201  CHF  51.50;-51.50;59433.02;28.01.22
28.01.22;Prelevamento al Bancomat BM Altstetterstrasse 145  8048 Z�rich 28.01.2022 17:48 Carta: 61853201   ;-1300.00;59484.52;28.01.22
28.01.22;Verg�tung;-600.00;60784.52;28.01.22
27.01.22;Addebito TWINT Ogg The Farmer 0400000580405385;-7.00;61384.52;27.01.22
26.01.22;Eft-Pos Lidl Regensdorf      24.01.2022 11:08 Carta:  61853201  CHF  55.70;-55.70;61391.52;24.01.22
25.01.22;Zahlungseingang;4062.10;61447.22;25.01.22
24.01.22;Eft-Pos MM Regensdorf, Zentr 22.01.2022 16:16 Carta:  61853201  CHF  100.55;-100.55;57385.12;22.01.22
20.01.22;Zahlungseingang;200.00;57485.67;20.01.22
18.01.22;Addebito TWINT Ogg The Farmer 0400000570145306;-7.00;57285.67;18.01.22
18.01.22;Eft-Pos TopPharm Zentrums-Ap 17.01.2022 10:49 Carta:  61853201  CHF  72.35;-72.35;57292.67;17.01.22
18.01.22;Eft-Pos Coop-1506 Regensdorf 17.01.2022 18:41 Carta:  61853201  CHF  35.05;-35.05;57365.02;17.01.22
17.01.22;Addebito TWINT Cafe Fortuna 0400000567870838;-26.00;57400.07;17.01.22
17.01.22;Eft-Pos MM Regensdorf, Zentr 15.01.2022 17:51 Carta:  61853201  CHF  185.15;-185.15;57426.07;15.01.22
17.01.22;Eft-Pos Zentrum Regensdorf   15.01.2022 18:05 Carta:  61853201  CHF  0.50;-0.50;57611.22;15.01.22
17.01.22;Eft-Pos DD 8105 REGENSDORF   15.01.2022 18:00 Carta:  61853201  CHF  9.95;-9.95;57611.72;15.01.22
17.01.22;Eft-Pos Dosenbach Schuhe & S 14.01.2022 17:02 Carta:  61853201  CHF  35.05;-35.05;57621.67;14.01.22
14.01.22;Belastung LSV;-60.55;57656.72;14.01.22
13.01.22;Eft-Pos Lidl Regensdorf      11.01.2022 18:18 Carta:  61853201  CHF  24.80;-24.80;57717.27;11.01.22
11.01.22;Addebito TWINT Ogg The Farmer 0400000562723474;-7.00;57742.07;11.01.22
10.01.22;Spesen f�r Papierdokument(e);-1.50;57749.07;10.01.22
10.01.22;Eft-Pos Coop-1506 Regensdorf 08.01.2022 14:46 Carta:  61853201  CHF  30.60;-30.60;57750.57;08.01.22
10.01.22;Eft-Pos Lidl Regensdorf      06.01.2022 18:34 Carta:  61853201  CHF  59.00;-59.00;57781.17;06.01.22
07.01.22;Addebito TWINT Coop-1506 Regensdorf 0400000558709382;-96.85;57840.17;07.01.22
04.01.22;Eft-Pos MM Regensdorf, Zentr 03.01.2022 18:46 Carta:  61853201  CHF  98.05;-98.05;57937.02;03.01.22
03.01.22;Belastung LSV;-14.00;58035.07;03.01.22
03.01.22;Eft-Pos SOCAR Tankstelle     31.12.2021 19:36 Carta:  61853201  CHF  77.35;-77.35;58049.07;31.12.21
31.12.21;Zahlungsverkehrsspesen;-3.80;58126.42;31.12.21
31.12.21;Belastung LSV;-313.90;58130.22;31.12.21
31.12.21;Verg�tung;-58.50;58444.12;31.12.21
30.12.21;Eft-Pos Coop-2572 Regensdorf 29.12.2021 17:41 Carta:  61853201  CHF  14.75;-14.75;58502.62;29.12.21
28.12.21;Verg�tung;-400.00;58517.37;28.12.21
27.12.21;Addebito TWINT Migros Regensdorf 0400000547160874;-233.70;58917.37;27.12.21
27.12.21;Eft-Pos Coop TS Regensdorf   24.12.2021 11:34 Carta:  61853201  CHF  34.85;-34.85;59151.07;24.12.21
27.12.21;Eft-Pos MM Regensdorf, Zentr 24.12.2021 13:56 Carta:  61853201  CHF  181.45;-181.45;59185.92;24.12.21
27.12.21;Eft-Pos Zentrum Regensdorf   24.12.2021 14:00 Carta:  61853201  CHF  0.50;-0.50;59367.37;24.12.21
27.12.21;Eft-Pos AKSA FOOD HONGG AG   24.12.2021 12:24 Carta:  61853201  CHF  55.70;-55.70;59367.87;24.12.21
27.12.21;Eft-Pos KINO ABATON          23.12.2021 21:04 Carta:  61853201  CHF  21.50;-21.50;59423.57;23.12.21
24.12.21;Eft-Pos Volg Laden Watt      23.12.2021 15:20 Carta:  61853201  CHF  9.20;-9.20;59445.07;23.12.21
24.12.21;Eft-Pos Lidl Regensdorf      22.12.2021 19:48 Carta:  61853201  CHF  68.00;-68.00;59454.27;22.12.21
23.12.21;Eft-Pos Rigi Bahnen AG       22.12.2021 18:25 Carta:  61853201  CHF  11.00;-11.00;59522.27;22.12.21
23.12.21;Eft-Pos Rigi Bahnen AG       22.12.2021 11:09 Carta:  61853201  CHF  80.00;-80.00;59533.27;22.12.21
22.12.21;Addebito TWINT Ogg The Farmer 0400000542674643;-13.45;59613.27;22.12.21
22.12.21;Addebito TWINT Parkingpay 0400000541276614;-3.00;59626.72;22.12.21
21.12.21;Addebito TWINT , Chocolate, +41782332263 0400000541206306;-15.00;59629.72;21.12.21
21.12.21;Eft-Pos Coop-2623 City SM    19.12.2021 16:43 Carta:  61853201  CHF  113.75;-113.75;59644.72;19.12.21
21.12.21;Eft-Pos Coop-2624 City WH    19.12.2021 16:49 Carta:  61853201  CHF  19.95;-19.95;59758.47;19.12.21
20.12.21;Eft-Pos IKEA AG, Spreitenbac 17.12.2021 20:08 Carta:  61853201  CHF  6.90;-6.90;59778.42;17.12.21
20.12.21;Eft-Pos Lidl Regensdorf      17.12.2021 13:15 Carta:  61853201  CHF  77.40;-77.40;59785.32;17.12.21
16.12.21;Zahlungseingang;4392.85;59862.72;16.12.21
15.12.21;Eft-Pos Aldi Suisse 79       14.12.2021 19:15 Carta:  61853201  CHF  58.15;-58.15;55469.87;14.12.21
14.12.21;Belastung LSV;-57.25;55528.02;14.12.21
14.12.21;Eft-Pos LANDI Regensdorf Gen 13.12.2021 15:07 Carta:  61853201  CHF  12.45;-12.45;55585.27;13.12.21
14.12.21;Eft-Pos Coop-2017 Regensdorf 13.12.2021 15:23 Carta:  61853201  CHF  3.40;-3.40;55597.72;13.12.21
14.12.21;Eft-Pos Lidl Regensdorf      11.12.2021 18:21 Carta:  61853201  CHF  71.95;-71.95;55601.12;11.12.21
13.12.21;Eft-Pos DD 8105 REGENSDORF   11.12.2021 16:48 Carta:  61853201  CHF  72.70;-72.70;55673.07;11.12.21
13.12.21;Eft-Pos Coop-2572 Regensdorf 10.12.2021 19:21 Carta:  61853201  CHF  62.70;-62.70;55745.77;10.12.21
10.12.21;Spesen f�r Papierdokument(e);-1.50;55808.47;10.12.21
08.12.21;Verg�tung;-1000.00;55809.97;08.12.21
03.12.21;Zahlungseingang;13.60;56809.97;03.12.21
02.12.21;Belastung LSV;-310.00;56796.37;02.12.21
02.12.21;Belastung LSV;-7.00;57106.37;02.12.21
02.12.21;Eft-Pos Lidl Regensdorf      30.11.2021 18:20 Carta:  61853201  CHF  53.85;-53.85;57113.37;30.11.21
30.11.21;Verg�tung;-25.55;57167.22;30.11.21
30.11.21;Eft-Pos Coop-1506 Regensdorf 29.11.2021 14:55 Carta:  61853201  CHF  67.95;-67.95;57192.77;29.11.21
29.11.21;Verg�tung;-600.00;57260.72;29.11.21
29.11.21;Addebito TWINT , Schoko, +41782332263 0400000512708192;-30.00;57860.72;29.11.21
29.11.21;Prelevamento al Bancomat UBS Zuerich Central  27.11.2021 16:34 Carta:  61853201  CHF  100.00;-102.00;57890.72;27.11.21
26.11.21;Verg�tung;-1000.00;57992.72;26.11.21
25.11.21;Zahlungseingang;4227.45;58992.72;25.11.21
25.11.21;Eft-Pos ZH Limmatplatz       24.11.2021 14:10 Carta:  61853201  CHF  2.20;-2.20;54765.27;24.11.21
23.11.21;Eft-Pos LANDI Regensdorf Gen 22.11.2021 15:20 Carta:  61853201  CHF  25.50;-25.50;54767.47;22.11.21
23.11.21;Eft-Pos LANDI Regensdorf Gen 22.11.2021 15:19 Carta:  61853201  CHF  26.30;-26.30;54792.97;22.11.21
22.11.21;Zahlungseingang;200.00;54819.27;22.11.21
22.11.21;Eft-Pos Coop-2572 Regensdorf 19.11.2021 17:32 Carta:  61853201  CHF  82.75;-82.75;54619.27;19.11.21
22.11.21;Eft-Pos Lidl Regensdorf      19.11.2021 18:21 Carta:  61853201  CHF  49.10;-49.10;54702.02;19.11.21
17.11.21;Eft-Pos Lidl Regensdorf      15.11.2021 11:00 Carta:  61853201  CHF  45.40;-45.40;54751.12;15.11.21
16.11.21;Eft-Pos AKSA FOOD HONGG AG   13.11.2021 15:27 Carta:  61853201  CHF  36.15;-36.15;54796.52;13.11.21
15.11.21;Belastung LSV;-319.45;54832.67;15.11.21
11.11.21;Eft-Pos Aldi Suisse 79       10.11.2021 17:56 Carta:  61853201  CHF  24.05;-24.05;55152.12;10.11.21
11.11.21;Eft-Pos Lidl Regensdorf      09.11.2021 18:16 Carta:  61853201  CHF  61.60;-61.60;55176.17;09.11.21
10.11.21;Spesen f�r Papierdokument(e);-1.50;55237.77;10.11.21
08.11.21;Eft-Pos Coop-2572 Regensdorf 06.11.2021 20:07 Carta:  61853201  CHF  266.50;-266.50;55239.27;06.11.21
08.11.21;Eft-Pos Volg Laden Watt      06.11.2021 18:56 Carta:  61853201  CHF  13.00;-13.00;55505.77;06.11.21
08.11.21;Eft-Pos Volg Laden Watt      06.11.2021 18:50 Carta:  61853201  CHF  24.00;-24.00;55518.77;06.11.21
05.11.21;Eft-Pos Clever Fit           04.11.2021 10:29 Carta:  61853201  CHF  774.00;-774.00;55542.77;04.11.21
05.11.21;Eft-Pos Lidl Regensdorf      03.11.2021 19:48 Carta:  61853201  CHF  40.40;-40.40;56316.77;03.11.21
01.11.21;Belastung LSV;-7.00;56357.17;01.11.21
01.11.21;Belastung LSV;-310.00;56364.17;01.11.21
01.11.21;Eft-Pos Coop-2572 Regensdorf 30.10.2021 18:58 Carta:  61853201  CHF  38.35;-38.35;56674.17;30.10.21
29.10.21;Verg�tung;-35.40;56712.52;29.10.21
29.10.21;Verg�tung;-35.40;56747.92;29.10.21
28.10.21;Verg�tung;-600.00;56783.32;28.10.21
27.10.21;Zahlungseingang;4062.10;57383.32;27.10.21
27.10.21;Eft-Pos Gidor Coiffure       25.10.2021 18:46 Carta:  61853201  CHF  43.00;-43.00;53321.22;25.10.21
26.10.21;Eft-Pos Lidl Regensdorf      23.10.2021 20:13 Carta:  61853201  CHF  57.05;-57.05;53364.22;23.10.21
19.10.21;Eft-Pos Elvetino AG          18.10.2021 14:26 Carta:  61853201  CHF  4.60;-4.60;53421.27;18.10.21
14.10.21;Belastung LSV;-12.20;53425.87;14.10.21
14.10.21;Eft-Pos Lidl Regensdorf      12.10.2021 14:34 Carta:  61853201  CHF  33.95;-33.95;53438.07;12.10.21
13.10.21;Eft-Pos LANDI Regensdorf Gen 12.10.2021 14:16 Carta:  61853201  CHF  9.95;-9.95;53472.02;12.10.21
11.10.21;Spesen f�r Papierdokument(e);-1.50;53481.97;11.10.21
11.10.21;Addebito TWINT Ogg The Farmer 0400000461302003;-4.00;53483.47;11.10.21
11.10.21;Eft-Pos Coop-2572 Regensdorf 09.10.2021 19:44 Carta:  61853201  CHF  174.65;-174.65;53487.47;09.10.21
11.10.21;Eft-Pos IKEA Parking Dietlik 08.10.2021 18:19 Carta:  61853201  CHF  4.00;-4.00;53662.12;08.10.21
11.10.21;Eft-Pos Lidl Regensdorf      08.10.2021 13:18 Carta:  61853201  CHF  105.00;-105.00;53666.12;08.10.21
07.10.21;Eft-Pos SV (Schweiz) AG, 279 06.10.2021 20:22 Carta:  61853201  CHF  19.90;-19.90;53771.12;06.10.21
05.10.21;Verg�tung;-1000.00;53791.02;05.10.21
05.10.21;Eft-Pos Post CH AG (8364) Re 04.10.2021 11:44 Carta:  61853201  CHF  30.00;-30.00;54791.02;04.10.21
04.10.21;Zahlungseingang;550.00;54821.02;04.10.21
04.10.21;Belastung LSV;-7.00;54271.02;04.10.21
04.10.21;Eft-Pos Coop-2572 Regensdorf 02.10.2021 17:11 Carta:  61853201  CHF  57.85;-57.85;54278.02;02.10.21
01.10.21;Verg�tung;-600.00;54335.87;01.10.21
